"ROW_ID","ROW_VERSION","id","name","fileFormat","resourceType","tissue","diagnosis","individualID","specimenID","metadataType","assay","dataLevel","project","study","etag","currentVersion","parentId","benefactorId","projectId","dataFileHandleId","dataFileName","dataFileSizeBytes","dataFileMD5Hex","dataFileConcreteType","dataFileKey","createdBy","createdOn","modifiedBy","modifiedOn","path","dataFileBucket","biospecimenType","dataType","isMultiSpecimen","libraryID","libraryPreparationMethod","libraryType"
"51179508","1","syn51179508","2023-03-02_meta_Nuc_QCed.rds","rds","metadata","kidney",,,,,"snrnaSeq",,,"AMP-RA/SLE_2","e2668c7f-1a74-4113-81dc-b365d3c55a63","1","syn51182077","syn26710600","syn26710600","122027232","2023-03-02_meta_Nuc_QCed.rds","1612347","a892c59657fc2d80e13b17fc1aa5ca85","org.sagebionetworks.repo.model.file.S3FileHandle","data/3458026/58442323-6af6-4b6c-8b53-70cfee45e8dd/2023-03-02_meta_Nuc_QCed.rds","3458026","1678120945650","3357179","1698872880532","ARK Portal - backend/Controlled Access/AMP RA.SLE/SLE/PhaseII/Kidney_snRNA-seq/processed_output/2023-03-02_meta_Nuc_QCed.rds","integrated-immunology",,,,,,
"51179513","1","syn51179513","2023-03-02_rawCounts_Nuc_QCed.rds","rds","experimentalData","kidney",,,,,"snrnaSeq","3.0",,"AMP-RA/SLE_2","a6b185e8-150c-40f9-8777-f1e75fe8927d","1","syn51182077","syn26710600","syn26710600","122027235","2023-03-02_rawCounts_Nuc_QCed.rds","1072143845","83205cbad40ae080c38dbc35e385b8ae","org.sagebionetworks.repo.model.file.S3FileHandle","data/3458026/b1b1b598-1943-4337-a0e6-f44d2963161d/2023-03-02_rawCounts_Nuc_QCed.rds","3458026","1678120989668","3357179","1698872991258","ARK Portal - backend/Controlled Access/AMP RA.SLE/SLE/PhaseII/Kidney_snRNA-seq/processed_output/2023-03-02_rawCounts_Nuc_QCed.rds","integrated-immunology",,"geneExpression","true",,,
